1.034895896911621094e+00,9.000000000000000000e+01,2.900000000000000000e+01
1.131003856658935547e+00,8.600000000000000000e+01,3.000000000000000000e+01
1.233069658279418945e+00,8.500000000000000000e+01,3.100000000000000000e+01
1.333541870117187500e+00,8.000000000000000000e+01,3.100000000000000000e+01
1.428647756576538086e+00,7.900000000000000000e+01,3.200000000000000000e+01
1.528408765792846680e+00,8.300000000000000000e+01,3.200000000000000000e+01
1.623852729797363281e+00,8.000000000000000000e+01,3.100000000000000000e+01
1.723903894424438477e+00,8.400000000000000000e+01,3.200000000000000000e+01
1.820948839187622070e+00,7.400000000000000000e+01,3.300000000000000000e+01
1.921346664428710938e+00,7.600000000000000000e+01,3.200000000000000000e+01
2.016479969024658203e+00,6.900000000000000000e+01,3.400000000000000000e+01
2.114554882049560547e+00,7.200000000000000000e+01,3.400000000000000000e+01
2.217424869537353516e+00,7.000000000000000000e+01,3.400000000000000000e+01
2.315361022949218750e+00,8.100000000000000000e+01,3.100000000000000000e+01
2.416273832321166992e+00,7.100000000000000000e+01,3.400000000000000000e+01
2.512661933898925781e+00,7.900000000000000000e+01,3.300000000000000000e+01
2.611291885375976562e+00,8.400000000000000000e+01,3.200000000000000000e+01
2.711580753326416016e+00,7.400000000000000000e+01,3.300000000000000000e+01
2.808517694473266602e+00,7.700000000000000000e+01,3.300000000000000000e+01
2.908659934997558594e+00,8.200000000000000000e+01,3.300000000000000000e+01
3.009324789047241211e+00,7.900000000000000000e+01,3.100000000000000000e+01
3.109946727752685547e+00,7.400000000000000000e+01,3.500000000000000000e+01
3.204199790954589844e+00,7.300000000000000000e+01,3.300000000000000000e+01
3.303918838500976562e+00,8.000000000000000000e+01,3.200000000000000000e+01
3.402597904205322266e+00,7.400000000000000000e+01,3.300000000000000000e+01
3.500487804412841797e+00,7.800000000000000000e+01,3.200000000000000000e+01
3.600976705551147461e+00,7.300000000000000000e+01,3.300000000000000000e+01
3.698328733444213867e+00,8.700000000000000000e+01,3.200000000000000000e+01
3.798779726028442383e+00,7.900000000000000000e+01,3.200000000000000000e+01
3.876132726669311523e+00,8.600000000000000000e+01,3.100000000000000000e+01
3.966387987136840820e+00,8.100000000000000000e+01,3.100000000000000000e+01
4.066059827804565430e+00,9.000000000000000000e+01,3.000000000000000000e+01
4.166376829147338867e+00,7.600000000000000000e+01,3.200000000000000000e+01
4.264912843704223633e+00,8.700000000000000000e+01,3.200000000000000000e+01
4.364459991455078125e+00,8.700000000000000000e+01,2.800000000000000000e+01
4.462536811828613281e+00,8.200000000000000000e+01,2.700000000000000000e+01
4.557631969451904297e+00,9.000000000000000000e+01,3.000000000000000000e+01
4.657752752304077148e+00,9.000000000000000000e+01,2.900000000000000000e+01
4.763674736022949219e+00,3.980000000000000000e+02,1.400000000000000000e+01
4.889060735702514648e+00,3.980000000000000000e+02,1.400000000000000000e+01
4.989730834960937500e+00,3.980000000000000000e+02,1.400000000000000000e+01
5.123380899429321289e+00,8.800000000000000000e+01,2.800000000000000000e+01
5.221438884735107422e+00,9.300000000000000000e+01,2.900000000000000000e+01
5.319761753082275391e+00,3.980000000000000000e+02,1.400000000000000000e+01
5.417963981628417969e+00,3.980000000000000000e+02,1.400000000000000000e+01
5.517397880554199219e+00,3.980000000000000000e+02,1.400000000000000000e+01
5.617704868316650391e+00,3.970000000000000000e+02,1.400000000000000000e+01
5.711829900741577148e+00,3.980000000000000000e+02,1.400000000000000000e+01
5.815205812454223633e+00,3.980000000000000000e+02,1.400000000000000000e+01
5.912902832031250000e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.009286880493164062e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.109229803085327148e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.208688735961914062e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.309717893600463867e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.407312870025634766e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.506739854812622070e+00,3.970000000000000000e+02,1.400000000000000000e+01
6.605488777160644531e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.704341888427734375e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.809137821197509766e+00,3.980000000000000000e+02,1.400000000000000000e+01
6.901870727539062500e+00,3.980000000000000000e+02,1.400000000000000000e+01
7.018518924713134766e+00,3.980000000000000000e+02,1.400000000000000000e+01
7.099037885665893555e+00,3.980000000000000000e+02,1.400000000000000000e+01
7.205067873001098633e+00,3.980000000000000000e+02,1.400000000000000000e+01
7.298645973205566406e+00,3.980000000000000000e+02,1.400000000000000000e+01
7.404986858367919922e+00,3.980000000000000000e+02,1.400000000000000000e+01
